Year_of_Study,Previous_GPA,Attendance_Percentage,CAT_1_Score,CAT_2_Score,Assignment_Score,Total_Internal_Marks,At_Risk
4,3.1,94,3,5,6,14,1
4,2.28,55,10,12,7,29,0
2,2.81,77,5,10,2,17,0
3,1.67,54,10,2,10,22,0
2,3.93,98,6,13,6,25,0
1,2.4,88,15,10,8,33,0
4,2.69,87,13,10,6,29,0
4,2.39,51,13,12,2,27,0
1,3.21,92,12,7,4,23,0
2,3.16,88,12,12,1,25,0
3,3.29,70,15,2,7,24,0
3,2.17,89,8,12,8,28,0
1,2.29,86,13,14,10,37,0
3,1.81,67,6,13,2,21,0
2,3.14,97,3,7,10,20,0
2,1.6,95,7,9,5,21,1
1,2.99,61,8,6,8,22,0
2,3.67,66,15,6,8,29,0
4,3.73,86,12,2,5,19,0
1,2.62,95,14,2,8,24,0
2,2.65,87,7,9,6,22,0
1,1.69,64,14,14,5,33,0
3,3.18,56,15,6,4,25,0
2,3.55,63,4,9,5,18,0
4,2.11,99,11,11,4,26,0
2,2.55,50,9,3,1,13,1
1,3.6,87,4,5,3,12,1
1,3.69,52,15,14,8,37,0
2,2.11,86,6,12,7,25,0
4,2.88,93,10,15,7,32,0
4,1.98,80,12,11,3,26,0
4,1.75,92,6,10,9,25,0
1,3.78,62,8,14,6,28,0
2,3.55,97,12,4,8,24,0
3,3.4,67,15,7,8,30,0
1,1.62,66,8,12,3,23,0
4,3.61,66,6,8,4,18,0
2,2.6,60,3,4,6,13,1
4,2.36,69,6,2,2,10,1
3,2.87,59,8,3,7,18,1
4,1.73,78,8,12,2,22,0
4,3.39,97,5,15,5,25,0
3,2.96,83,2,11,4,17,0
2,1.97,66,7,8,9,24,0
1,1.97,91,14,8,2,24,0
2,1.96,62,15,13,7,35,0
3,1.64,93,4,2,7,13,1
4,2.97,96,12,11,7,30,0
2,3.6,88,6,8,1,15,1
1,1.54,76,5,11,8,24,0
3,1.62,75,14,12,2,28,0
2,2.93,77,3,7,5,15,1
1,3.55,62,13,12,2,27,0
3,2.32,61,8,7,5,20,0
1,2.37,93,15,8,7,30,0
3,2.99,77,6,8,6,20,0
4,2.19,51,15,2,5,22,0
2,1.57,86,8,11,4,23,0
1,3.34,83,10,6,8,24,0
3,3.06,72,5,15,8,28,0
1,2.95,94,6,15,1,22,0
1,3.35,78,10,9,10,29,0
2,3.19,84,14,9,2,25,0
4,2.01,60,11,4,3,18,0
1,2.38,97,12,4,1,17,0
3,1.82,82,15,8,3,26,0
3,1.82,60,14,5,10,29,0
4,3.19,58,5,7,8,20,0
3,3.65,63,6,10,4,20,0
4,3.91,58,14,11,7,32,0
3,3.07,88,6,3,7,16,0
2,1.96,97,9,3,5,17,1
1,1.76,52,14,7,1,22,0
2,3.53,78,5,4,10,19,0
1,2.95,68,5,2,4,11,1
1,3.05,85,14,3,7,24,0
1,3.45,81,8,15,5,28,0
2,3.26,56,12,14,2,28,0
1,3.59,77,6,8,8,22,0
2,1.64,93,7,5,2,14,1
4,3.37,67,7,13,8,28,0
3,3.63,54,13,3,2,18,0
3,2.22,72,7,12,5,24,0
1,3.1,71,15,13,4,32,0
2,2.29,75,11,13,1,25,0
3,3.89,91,6,9,8,23,0
2,1.58,61,14,5,10,29,0
2,2.95,89,14,5,3,22,0
1,1.92,68,6,3,4,13,1
3,3.28,96,10,15,4,29,0
1,1.94,50,14,2,5,21,0
1,2.09,52,9,2,3,14,1
3,2.74,76,5,4,9,18,1
3,3.79,67,8,7,4,19,0
4,2.03,99,9,8,10,27,0
4,1.86,79,13,14,4,31,0
2,3.4,51,10,10,6,26,0
3,2.75,54,6,6,8,20,0
4,3.78,78,4,10,7,21,0
2,1.87,82,14,9,4,27,0
2,3.11,91,5,2,4,11,1
2,2.08,69,11,12,5,28,0
4,1.89,79,7,13,10,30,0
3,3.21,91,11,4,5,20,0
1,2.98,54,12,9,1,22,0
2,3.39,99,6,10,8,24,0
4,2.27,70,10,15,10,35,0
4,2.62,64,14,5,5,24,0
1,2.51,69,12,15,3,30,0
1,3.96,57,12,15,3,30,0
4,2.23,98,15,15,4,34,0
3,2.24,80,4,13,7,24,0
1,2.39,61,3,7,5,15,1
4,2.91,70,7,5,1,13,1
1,2.13,79,14,14,5,33,0
3,3.79,76,8,10,5,23,0
2,2.16,93,6,3,6,15,0
1,3.74,75,2,7,7,16,1
3,1.76,82,4,12,5,21,0
4,3.14,75,4,14,2,20,0
1,3.77,75,13,4,2,19,1
1,1.92,85,15,11,4,30,0
4,3.92,89,5,5,1,11,1
2,2.63,50,15,3,7,25,0
4,3.86,64,11,12,1,24,0
1,3.19,99,7,9,3,19,0
4,2.25,50,6,11,10,27,0
3,1.97,60,2,9,7,18,0
4,2.26,51,7,2,6,15,1
1,1.73,50,15,11,7,33,0
4,1.86,80,15,7,5,27,0
2,1.76,93,10,2,8,20,1
4,2.56,65,12,7,6,25,0
2,3.49,71,2,8,4,14,1
3,1.85,91,9,3,1,13,1
2,1.83,67,9,10,2,21,0
4,3.11,96,4,9,6,19,0
1,1.99,66,14,10,4,28,0
2,1.74,79,10,11,3,24,0
3,1.92,59,12,14,7,33,0
2,3.81,84,14,5,7,26,0
2,3.55,70,14,5,2,21,0
2,2.39,65,12,13,8,33,0
3,3.14,55,9,9,1,19,0
4,2.84,52,4,2,10,16,1
2,3.19,90,11,9,7,27,0
2,3.21,92,6,8,10,24,0
1,3.07,70,4,13,1,18,1
3,2.17,62,6,8,3,17,1
2,1.6,67,10,10,3,23,0
3,2.64,73,13,14,10,37,0
2,3.73,76,5,11,2,18,1
4,2.92,53,7,8,10,25,0
4,3.58,71,4,3,5,12,1
2,3.98,73,4,2,4,10,1
4,1.91,89,6,2,6,14,1
2,3.23,94,9,8,2,19,0
4,3.19,59,15,6,4,25,0
1,3.95,51,9,5,7,21,0
1,3.96,89,4,6,1,11,1
1,3.22,55,9,11,3,23,0
3,2.11,97,14,11,1,26,0
3,3.5,67,12,7,2,21,0
1,1.77,66,14,13,9,36,0
3,3.45,87,9,11,10,30,0
4,3.78,94,4,7,5,16,1
2,2.46,72,11,2,4,17,1
2,3.08,95,14,3,4,21,0
2,2.58,79,11,4,8,23,0
1,2.59,70,3,5,3,11,1
3,2.28,59,11,7,4,22,0
4,3.41,92,3,13,2,18,0
4,3.84,62,10,13,6,29,0
1,3.85,61,8,12,9,29,0
4,1.94,58,7,14,4,25,0
4,3.69,53,8,10,6,24,0
4,3.34,88,9,13,4,26,0
4,2.13,73,13,3,2,18,0
3,1.67,83,2,9,6,17,1
4,2.17,88,9,10,7,26,0
2,3.78,90,4,3,4,11,1
1,3.08,54,4,10,7,21,0
3,3.3,64,7,8,8,23,1
4,2.14,99,5,10,3,18,0
3,3.3,53,5,7,2,14,1
4,1.57,88,5,3,5,13,1
2,2.44,57,11,9,2,22,0
1,3.07,98,10,11,10,31,0
4,1.87,94,9,10,5,24,0
4,3.56,73,4,13,10,27,0
4,2.09,77,2,9,6,17,1
4,3.13,92,2,3,8,13,1
1,2.51,76,2,9,6,17,0
1,2.99,50,5,4,4,13,1
2,1.77,83,15,4,3,22,0
1,1.54,66,7,10,2,19,1
4,3.77,86,5,14,1,20,0
2,2.17,87,12,10,2,24,0
2,3.55,75,12,10,2,24,0
2,4.0,73,4,5,5,14,1
4,2.03,88,9,13,9,31,0
3,2.16,70,15,15,1,31,0
4,3.16,79,9,8,4,21,0
1,3.91,96,7,14,10,31,0
1,3.79,97,10,9,7,26,0
4,2.76,62,13,14,10,37,0
4,3.49,86,11,14,3,28,0
2,1.84,52,2,6,8,16,0
4,3.94,81,14,14,3,31,0
2,3.91,84,9,2,8,19,0
1,1.91,68,7,10,2,19,0
2,2.25,63,2,7,5,14,1
4,1.75,97,5,4,4,13,1
1,2.18,71,6,4,9,19,0
3,3.54,66,8,15,3,26,0
2,2.45,53,9,15,5,29,0
1,1.72,94,10,11,10,31,0
2,2.36,89,13,2,9,24,0
1,3.95,68,13,14,6,33,0
1,3.07,86,7,9,2,18,0
2,2.54,51,11,3,1,15,0
3,1.92,64,10,13,1,24,0
1,3.97,51,5,2,7,14,1
1,3.55,60,9,8,2,19,0
1,2.2,94,4,15,7,26,0
3,1.68,72,5,12,1,18,0
3,1.64,59,11,10,4,25,0
4,1.8,52,5,7,10,22,0
2,2.95,54,7,9,4,20,0
3,3.82,52,10,9,5,24,0
2,2.74,87,7,10,10,27,0
4,3.61,62,2,8,1,11,1
2,2.61,91,6,10,7,23,0
3,3.27,68,10,10,2,22,0
2,3.33,89,6,13,2,21,0
3,1.93,99,7,12,8,27,0
2,2.4,84,4,2,9,15,1
3,3.09,73,9,7,6,22,0
3,1.68,73,11,13,1,25,0
2,2.4,66,12,9,1,22,0
4,2.84,89,14,11,7,32,0
1,3.99,59,5,10,8,23,0
4,2.69,51,5,5,3,13,1
2,3.54,93,12,14,9,35,0
4,2.58,72,13,3,4,20,0
3,3.49,55,6,12,4,22,0
1,2.99,51,15,10,3,28,0
2,3.72,70,11,10,8,29,0
2,2.53,84,10,13,9,32,0
2,3.01,98,14,9,1,24,0
1,3.08,78,9,4,2,15,1
3,2.54,56,8,6,1,15,1
2,1.86,78,6,3,4,13,1
4,1.73,86,10,15,10,35,0
2,1.54,72,10,4,7,21,0
2,3.68,82,11,2,7,20,0
2,2.09,57,11,5,6,22,0
2,2.03,61,3,6,5,14,1
3,3.34,95,5,13,4,22,0
4,2.3,97,9,3,8,20,0
3,2.77,59,14,4,7,25,0
4,1.91,64,15,13,10,38,0
2,3.9,73,2,7,1,10,1
1,3.63,75,14,7,6,27,0
3,3.66,96,6,8,2,16,0
1,2.52,91,9,13,4,26,0
3,3.41,88,3,10,5,18,1
2,1.86,52,3,5,8,16,0
3,1.52,51,14,6,6,26,0
2,1.55,55,9,12,2,23,0
3,2.97,70,11,3,5,19,0
2,2.64,58,13,7,5,25,0
2,2.8,59,10,5,6,21,0
4,1.52,85,8,6,1,15,0
2,2.56,52,9,8,8,25,0
4,3.3,90,6,7,3,16,1
2,2.61,73,2,9,5,16,1
1,3.33,71,5,7,7,19,1
2,2.08,98,3,11,3,17,1
1,3.53,63,4,15,10,29,0
1,2.97,91,13,9,6,28,0
2,2.03,94,4,14,5,23,0
1,2.09,93,10,15,7,32,0
4,3.07,76,14,15,10,39,0
3,3.57,82,11,5,3,19,1
2,2.54,71,5,13,2,20,0
1,2.15,78,3,8,4,15,1
2,3.67,68,4,4,3,11,1
4,3.17,68,4,2,4,10,1
2,2.62,55,15,14,7,36,0
2,2.72,94,8,10,5,23,0
1,2.01,68,9,10,4,23,0
4,3.07,62,14,7,6,27,0
3,2.4,75,12,3,7,22,0
3,3.99,71,14,9,5,28,0
1,2.7,70,7,11,7,25,0
2,2.71,85,5,7,3,15,0
1,2.91,51,7,8,7,22,0
1,3.79,96,14,14,3,31,0
1,3.5,93,12,2,6,20,0
2,2.63,79,2,4,8,14,1
4,3.3,76,14,2,6,22,0
1,2.97,56,11,11,10,32,0
2,2.73,69,9,2,3,14,1
4,1.98,99,2,13,5,20,0
1,2.66,80,6,13,9,28,0
3,2.11,72,3,12,8,23,0
4,3.79,62,7,14,6,27,0
1,2.34,66,10,2,9,21,0
4,3.88,53,6,5,2,13,1
4,2.83,63,5,14,9,28,0
4,3.08,69,15,8,10,33,0
4,2.86,62,3,8,10,21,0
4,1.82,52,13,13,6,32,0
4,2.44,75,4,14,9,27,0
1,1.75,75,7,6,4,17,0
3,3.06,67,9,13,5,27,0
2,2.62,81,15,7,2,24,0
4,3.44,63,9,3,3,15,1
2,2.05,96,6,6,1,13,1
1,1.91,52,6,8,4,18,0
4,2.52,50,11,15,2,28,0
3,3.82,75,15,10,2,27,0
2,3.28,73,14,7,1,22,0
4,2.55,98,4,13,10,27,0
1,2.79,84,8,15,2,25,0
3,1.71,63,14,11,4,29,0
2,3.96,52,7,5,6,18,0
2,3.17,62,2,4,7,13,1
4,2.21,96,5,10,7,22,0
3,2.96,99,7,8,7,22,0
3,1.77,63,12,12,4,28,0
3,3.91,70,7,15,5,27,0
3,1.94,75,12,14,3,29,0
1,3.12,52,15,7,1,23,0
3,2.11,89,13,8,8,29,0
2,3.29,53,13,9,10,32,0
2,3.44,85,4,6,7,17,1
1,3.18,92,7,4,9,20,0
2,3.04,50,13,4,10,27,0
2,3.73,89,11,14,4,29,0
3,1.7,96,7,3,5,15,1
2,2.33,82,13,9,5,27,0
1,2.12,56,10,2,7,19,0
3,3.97,60,10,13,9,32,0
4,2.47,76,3,9,8,20,0
3,3.33,63,5,4,7,16,1
1,3.21,71,10,10,1,21,0
3,2.03,65,15,13,10,38,0
3,2.1,95,14,15,6,35,0
1,2.2,61,5,13,10,28,0
3,2.53,98,9,12,9,30,0
1,2.09,95,11,3,7,21,0
1,1.55,59,13,11,1,25,0
4,3.7,73,4,10,9,23,0
2,3.91,95,4,7,3,14,1
2,2.35,67,10,2,9,21,0
3,2.35,71,12,6,4,22,0
3,1.52,58,11,11,9,31,0
4,3.2,66,9,10,8,27,0
4,3.56,87,2,14,7,23,0
4,1.87,89,11,7,4,22,0
1,1.9,62,15,8,9,32,0
4,3.48,99,3,5,4,12,1
4,3.04,86,4,2,1,7,1
3,1.61,55,15,6,6,27,0
4,3.06,70,12,3,4,19,0
1,2.27,85,3,9,10,22,0
1,2.42,56,4,5,3,12,1
3,3.42,85,9,2,5,16,1
4,3.53,74,12,11,3,26,0
4,2.5,60,12,8,9,29,0
1,3.87,93,13,13,6,32,0
4,2.52,63,15,12,3,30,0
4,3.43,94,7,3,5,15,1
4,2.71,78,15,4,8,27,0
2,3.74,59,8,15,8,31,0
3,3.77,99,11,10,6,27,0
2,1.72,97,14,14,5,33,0
3,3.84,54,11,10,5,26,0
1,3.56,57,7,3,1,11,1
4,3.48,95,2,4,2,8,1
3,2.0,54,12,12,4,28,0
2,3.51,73,4,13,6,23,0
4,3.63,89,14,10,7,31,0
1,2.22,75,2,2,1,5,1
3,3.88,55,13,3,8,24,0
3,1.62,65,11,12,1,24,0
3,1.87,85,13,3,9,25,0
4,2.84,61,10,11,4,25,0
2,2.94,60,14,15,7,36,0
2,3.11,52,10,4,6,20,1
3,1.54,93,6,11,9,26,0
1,3.9,86,5,4,2,11,1
1,1.61,55,13,11,7,31,0
2,1.86,68,10,14,5,29,0
1,1.54,67,10,3,7,20,0
2,2.92,65,4,9,1,14,1
3,3.83,72,6,9,10,25,0
2,3.16,92,4,9,9,22,0
2,3.56,86,11,3,1,15,1
3,1.53,58,3,14,5,22,0
1,2.86,52,2,10,8,20,1
2,2.65,57,13,12,1,26,0
2,2.75,87,11,8,7,26,0
3,1.68,53,3,13,2,18,0
1,3.21,61,9,6,7,22,0
2,2.76,93,12,8,7,27,0
3,3.41,80,9,9,9,27,0
2,2.71,74,4,10,6,20,0
4,1.87,65,8,3,4,15,0
3,3.12,91,8,7,7,22,0
1,1.93,63,3,10,7,20,0
1,3.68,62,10,14,4,28,0
1,3.03,90,4,7,2,13,1
1,1.89,56,3,3,9,15,1
2,3.91,61,13,2,8,23,0
2,2.8,86,4,13,5,22,0
1,1.68,99,3,4,5,12,1
1,3.07,53,9,12,1,22,0
1,2.13,51,6,6,9,21,0
2,3.51,84,4,8,10,22,0
1,3.54,93,6,11,8,25,0
1,3.95,52,12,11,5,28,0
4,2.75,53,12,4,10,26,0
4,2.64,87,9,10,6,25,0
1,3.38,61,8,11,10,29,0
3,1.83,68,7,13,10,30,0
1,2.87,59,15,5,8,28,0
4,2.87,50,14,11,6,31,0
3,1.72,66,2,3,10,15,1
3,2.54,65,11,4,4,19,0
1,3.63,58,2,6,3,11,1
4,3.64,58,2,4,7,13,1
4,1.75,58,15,6,2,23,0
3,1.73,61,11,5,7,23,0
1,2.16,90,15,14,1,30,0
2,3.69,64,9,12,10,31,0
2,1.82,51,9,11,5,25,0
4,3.3,60,15,14,9,38,0
2,1.75,60,8,4,1,13,1
4,3.06,57,7,13,8,28,0
4,2.39,81,5,7,9,21,0
4,3.47,55,2,9,9,20,0
2,2.08,69,10,14,8,32,0
4,3.1,88,2,13,4,19,0
3,2.09,84,5,5,7,17,1
1,3.28,57,4,10,1,15,1
1,3.68,99,8,7,7,22,0
4,1.82,98,6,6,6,18,0
1,3.67,92,6,4,5,15,1
2,2.98,83,5,6,1,12,1
2,1.82,68,2,6,8,16,1
1,2.57,56,6,15,10,31,0
2,1.9,80,5,13,1,19,1
1,3.25,67,15,13,1,29,0
1,3.4,89,11,5,3,19,1
1,1.76,63,14,13,8,35,0
4,2.77,88,9,7,8,24,0
1,3.54,85,3,4,7,14,1
4,3.84,66,9,11,5,25,0
1,2.78,86,2,2,8,12,1
1,3.88,93,14,8,2,24,0
1,2.84,58,5,8,8,21,0
2,2.49,69,4,13,2,19,0
4,3.62,94,6,5,10,21,1
4,2.73,77,14,10,5,29,0
1,2.68,99,6,13,4,23,0
1,2.73,69,6,3,1,10,1
2,3.62,90,13,14,5,32,0
2,3.58,85,5,2,7,14,0
2,2.51,76,9,4,1,14,1
4,2.33,57,4,8,2,14,1
4,2.73,81,13,10,9,32,0
4,2.93,50,5,3,5,13,1
1,2.1,66,2,7,7,16,1
4,3.48,58,8,4,2,14,1
3,2.72,69,2,6,7,15,1
3,2.34,94,3,13,7,23,0
2,1.77,81,12,10,7,29,0
4,2.1,51,8,4,5,17,1
3,3.87,81,2,2,9,13,1
2,2.26,94,12,6,2,20,0
4,1.92,58,4,2,4,10,1
1,2.65,79,14,9,2,25,0
3,2.27,69,7,8,8,23,0
1,1.59,87,7,12,1,20,0
4,2.31,50,7,3,9,19,0
3,2.86,54,12,15,5,32,0
4,2.88,84,14,12,3,29,0
1,2.39,85,3,10,4,17,0
3,2.62,50,3,6,1,10,1
1,3.91,63,7,8,3,18,1
4,2.44,58,11,5,8,24,0
4,2.15,79,6,13,2,21,0
1,2.11,73,15,14,2,31,0
3,2.64,53,8,2,9,19,0
1,3.4,99,8,15,5,28,0
4,2.01,63,6,9,5,20,1
1,3.27,74,9,14,1,24,0
4,1.55,53,11,2,6,19,1
1,2.55,74,7,4,8,19,0
3,3.44,59,6,7,6,19,0
3,2.35,84,5,9,7,21,0
1,2.91,56,8,9,4,21,0
1,2.01,91,5,3,2,10,1
3,3.35,62,6,10,1,17,0
4,1.63,53,6,5,6,17,1
3,3.63,99,2,5,9,16,1
4,2.0,92,2,15,10,27,0
1,3.69,85,4,3,5,12,1
1,2.38,63,15,2,2,19,1
4,3.31,67,12,11,1,24,0
1,2.3,57,4,8,3,15,1
4,3.76,81,3,12,4,19,0
2,1.82,76,13,11,7,31,0
3,1.95,91,3,4,9,16,1
2,2.73,86,7,5,8,20,1
4,1.7,72,14,12,9,35,0
3,1.99,56,2,10,7,19,0
4,3.86,61,7,7,10,24,0
3,3.94,74,6,15,8,29,0
3,2.44,52,7,2,8,17,1
3,3.81,75,6,10,1,17,1
3,2.86,53,8,10,9,27,0
4,2.17,91,2,6,2,10,1
3,3.26,85,14,9,7,30,0
3,3.15,64,4,8,10,22,0
2,3.97,81,7,12,10,29,0
1,2.16,78,2,9,5,16,1
1,3.18,59,14,10,4,28,0
2,1.63,70,12,15,1,28,0
2,1.78,65,12,3,1,16,1
4,1.51,96,8,11,3,22,0
4,4.0,68,5,6,1,12,1
4,3.51,78,4,9,8,21,0
2,3.47,67,11,4,3,18,1
2,2.77,93,10,12,10,32,0
3,2.25,65,2,12,2,16,1
4,1.88,50,9,7,6,22,0
4,2.21,97,2,7,4,13,1
4,2.44,51,14,8,4,26,0
1,3.39,64,15,14,2,31,0
3,2.85,88,6,12,2,20,0
4,1.69,77,11,4,6,21,0
4,1.55,50,9,9,5,23,0
4,1.76,54,7,9,9,25,0
1,2.53,91,8,10,4,22,0
1,3.83,71,12,9,5,26,0
2,3.09,85,9,4,1,14,1
3,3.5,95,14,7,2,23,0
2,2.67,62,7,10,3,20,0
3,2.4,50,12,2,5,19,0
1,1.77,65,7,4,5,16,1
4,3.69,90,12,3,4,19,0
2,3.46,71,7,13,10,30,0
4,1.92,81,6,9,3,18,1
2,2.78,65,9,7,9,25,0
1,2.72,64,14,11,1,26,0
1,3.06,95,3,12,6,21,0
1,3.87,91,8,12,7,27,0
2,2.95,61,5,9,10,24,0
3,2.85,50,2,3,4,9,1
2,1.63,66,14,12,10,36,0
3,1.66,90,6,7,3,16,1
2,1.97,99,4,8,8,20,0
2,1.58,77,5,9,9,23,0
1,3.36,56,8,10,1,19,1
4,3.31,58,6,6,10,22,0
4,1.84,71,15,12,9,36,0
3,3.59,75,5,4,7,16,1
4,1.89,61,2,3,1,6,1
2,2.25,56,7,9,7,23,0
2,2.12,95,12,2,5,19,0
1,2.43,96,11,11,10,32,0
1,2.14,64,7,7,7,21,0
4,2.72,87,8,3,9,20,0
3,2.52,70,2,4,8,14,1
4,3.97,63,15,9,6,30,0
4,1.64,51,5,2,2,9,1
4,1.86,57,13,7,8,28,0
4,1.63,94,10,4,4,18,0
2,3.06,55,13,7,8,28,0
3,1.64,86,15,4,7,26,0
2,3.59,86,11,12,4,27,0
3,2.78,82,7,12,8,27,0
1,2.82,90,3,9,2,14,1
4,2.9,55,5,6,9,20,1
2,1.93,75,7,5,6,18,0
3,1.99,88,5,10,7,22,0
1,2.3,90,11,6,10,27,0
1,2.98,86,8,13,1,22,0
4,2.03,63,13,15,3,31,0
3,1.79,86,14,5,10,29,0
2,3.93,57,4,9,5,18,0
4,1.55,88,7,9,7,23,0
2,3.51,62,14,9,1,24,0
1,3.47,62,13,5,9,27,0
2,2.24,89,5,14,5,24,0
2,1.84,92,4,2,3,9,1
4,1.86,77,13,3,7,23,0
2,3.24,67,4,5,10,19,0
4,3.11,68,15,11,8,34,0
1,3.46,87,3,3,10,16,0
4,3.84,81,12,12,10,34,0
4,3.23,71,4,11,3,18,0
3,1.89,51,14,15,7,36,0
2,2.11,62,13,15,7,35,0
1,3.61,72,15,4,4,23,0
4,2.02,74,11,10,10,31,0
1,1.68,77,2,10,9,21,0
3,3.26,60,4,15,1,20,0
2,2.51,82,10,12,1,23,0
4,3.8,73,5,10,5,20,0
2,3.13,51,4,8,3,15,1
3,1.73,79,9,5,10,24,0
3,3.87,66,2,2,9,13,1
1,2.15,89,6,4,5,15,1
4,2.34,83,2,15,7,24,0
1,2.51,87,8,9,1,18,1
3,1.63,71,6,5,2,13,1
2,2.74,54,3,11,4,18,1
1,1.81,97,13,11,9,33,0
1,2.5,89,15,3,5,23,0
2,2.38,65,2,15,5,22,0
1,3.43,62,12,9,9,30,0
2,3.51,75,8,8,8,24,0
4,1.88,80,13,12,2,27,0
2,2.42,88,2,11,7,20,0
4,2.43,97,4,10,1,15,1
2,1.88,72,12,3,10,25,0
3,3.5,97,7,6,9,22,0
3,3.27,61,7,7,3,17,0
4,1.98,63,8,14,2,24,0
4,2.42,67,12,3,4,19,1
3,1.76,76,15,3,4,22,0
4,3.07,77,12,14,3,29,0
2,1.8,67,2,15,2,19,0
2,3.96,65,8,15,5,28,0
3,3.45,65,3,11,4,18,1
1,2.48,62,7,15,5,27,0
2,2.95,78,14,5,8,27,0
4,3.78,58,9,9,2,20,0
1,2.89,75,14,15,9,38,0
1,1.94,77,6,14,10,30,0
2,2.45,90,11,12,1,24,0
2,3.61,62,4,6,8,18,0
1,3.11,85,12,10,5,27,0
1,3.13,58,9,5,2,16,1
3,3.67,96,9,4,8,21,0
4,3.73,63,5,11,5,21,0
3,3.8,61,9,9,10,28,0
2,1.74,81,6,2,10,18,0
3,2.86,87,14,10,3,27,0
3,3.35,52,12,5,7,24,0
3,3.39,65,6,12,4,22,0
3,3.02,69,4,10,10,24,0
4,1.92,81,8,9,6,23,0
4,3.49,72,12,4,10,26,0
1,3.3,66,15,4,8,27,0
2,1.72,65,12,15,1,28,0
3,2.66,87,10,10,2,22,0
1,1.93,57,10,4,8,22,0
1,2.34,68,2,5,7,14,1
1,1.55,79,2,10,10,22,0
4,2.5,83,11,13,9,33,0
3,2.87,63,13,5,2,20,0
3,3.05,71,13,12,8,33,0
2,3.16,93,12,4,6,22,0
3,3.59,66,6,15,1,22,0
3,2.04,64,2,8,4,14,0
1,1.8,99,5,7,2,14,1
2,3.63,97,13,2,7,22,0
3,1.89,81,2,15,9,26,0
4,3.94,62,3,11,6,20,0
3,3.61,70,3,9,4,16,1
1,2.75,98,5,2,5,12,1
4,3.95,89,9,5,1,15,1
1,1.74,82,3,7,4,14,1
3,2.26,76,15,7,10,32,0
4,3.1,84,10,8,3,21,0
2,2.38,65,13,15,9,37,0
2,3.82,77,10,12,6,28,0
4,1.66,83,3,13,4,20,0
4,2.87,96,2,15,3,20,0
1,2.98,50,11,6,4,21,0
4,3.13,90,11,6,8,25,0
1,2.14,97,10,5,5,20,0
3,2.41,80,3,7,1,11,1
1,3.61,85,9,8,5,22,0
4,1.99,93,15,11,8,34,0
4,3.57,82,4,11,4,19,0
3,2.91,82,2,2,2,6,1
4,3.41,88,12,10,3,25,0
4,3.28,67,2,15,9,26,0
2,2.02,72,11,9,7,27,0
2,2.92,72,3,8,3,14,1
3,3.67,64,8,10,5,23,0
1,2.58,75,13,4,3,20,0
2,3.92,79,7,11,10,28,0
1,2.63,74,13,5,4,22,0
4,1.86,94,12,8,8,28,0
2,2.47,65,3,7,3,13,1
3,3.88,88,5,15,3,23,0
3,2.3,97,3,14,8,25,0
3,3.67,94,2,3,10,15,1
2,3.7,63,13,3,10,26,0
1,2.38,66,4,11,7,22,0
4,1.71,61,5,8,7,20,0
1,3.31,78,11,10,10,31,0
1,2.28,81,6,12,2,20,0
4,3.46,73,6,13,7,26,0
4,2.61,62,8,10,10,28,0
2,2.71,69,15,8,10,33,0
2,3.44,64,11,12,3,26,0
2,2.46,53,9,9,7,25,0
2,2.61,83,10,11,4,25,0
2,2.44,77,13,4,8,25,0
4,2.42,99,8,2,8,18,1
1,2.81,51,6,8,6,20,0
2,3.52,96,10,9,3,22,0
2,2.4,79,9,3,6,18,0
1,2.81,75,11,10,6,27,0
2,3.18,96,10,5,3,18,1
1,2.17,75,11,11,4,26,0
1,2.19,69,9,12,2,23,0
4,3.83,91,7,10,1,18,1
3,3.31,77,5,14,2,21,0
4,2.94,69,10,4,7,21,0
3,3.12,60,13,9,10,32,0
3,1.57,59,10,12,5,27,0
3,3.05,72,11,3,9,23,0
2,2.77,86,11,15,3,29,0
4,2.86,90,10,4,2,16,1
3,2.4,68,15,2,4,21,0
1,1.7,94,11,6,2,19,0
2,1.98,67,4,5,7,16,0
4,3.88,98,12,14,10,36,0
3,2.52,76,13,2,6,21,0
1,2.67,55,4,11,8,23,0
4,1.63,59,12,10,5,27,0
4,1.59,51,7,7,2,16,1
2,3.29,73,7,7,4,18,0
4,2.85,87,14,15,1,30,0
2,2.77,77,14,12,2,28,0
3,2.11,77,7,3,4,14,0
2,3.36,94,6,15,6,27,0
1,1.92,99,15,8,4,27,0
2,1.97,88,6,13,4,23,0
1,2.65,51,3,13,10,26,0
2,2.22,95,15,10,10,35,0
4,2.12,54,8,7,2,17,1
3,3.11,99,13,12,9,34,0
1,3.13,60,5,9,10,24,0
2,3.56,59,15,13,8,36,0
2,2.54,92,4,6,8,18,0
2,1.68,51,9,3,5,17,1
4,2.18,64,5,14,3,22,0
4,3.95,88,12,5,6,23,0
1,2.99,90,5,13,9,27,0
1,3.27,86,9,2,8,19,0
4,1.52,56,2,2,7,11,1
1,2.8,69,10,7,8,25,0
3,1.59,83,15,3,4,22,0
3,2.92,84,8,7,6,21,0
4,3.8,83,13,2,5,20,1
1,3.92,71,3,12,2,17,1
2,2.85,80,12,11,8,31,0
3,2.65,72,13,4,3,20,0
4,3.86,68,7,15,5,27,0
1,3.18,53,9,10,8,27,0
4,1.66,73,12,3,9,24,0
2,2.66,69,6,9,9,24,0
